candidate,image_file,image_url,news_source,news_source_url,image_hash,bias_rating,facebook_p,facebookbias_rating,facebook_int,combine_rating,,,,,,
donald_trump,575_donald_trump.jpg,https://heavyeditorial.files.wordpress.com/2016/10/gettyimages-51302529-e1476329767130.jpg?quality\u003d65\u0026strip\u003dall\u0026w\u003d780\u0026strip\u003dall,Heavy.com,http://heavy.com/news/2016/10/donald-trump-sexual-assault-accusation-acuser-accusation-the-apprentice-contestant-summer-zervos/,fbdbb36969696969,999,,999,999,Unknown / unreliable,,,"real-time news and information portal: Entertainment, tech, gaming, and regular news",,,
donald_trump,585_donald_trump.jpg,https://peopledotcom.files.wordpress.com/2016/08/donald-trump-f-1024.jpg?w\u003d1024,People,http://people.com/celebrity/donald-trump-talks-brother-freds-death-from-alcoholism/,79d191bbf8f87273,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,604_donald_trump.jpg,http://esq.h-cdn.co/assets/16/41/1476377728-gameindex.jpg,Esquire,http://www.esquire.com/news-politics/a49475/donald-trump-pick-up-artist/,3a53b83034262226,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,608_donald_trump.jpg,http://www.trbimg.com/img-57ec052d/turbine/ct-donald-trump-blacks-racist-20160928,Chicago Tribune,http://www.chicagotribune.com/news/opinion/commentary/ct-donald-trump-blacks-racist-20160928-story.html,102626264fdae585,0,www.chicagotribune.com,-0.3117,-1,Unknown / unreliable,,,,,,
donald_trump,611_donald_trump.jpg,http://www.conservapedia.com/images/thumb/6/67/Donald_Trump_Speaking_in_Fountain_Hills.jpg/300px-Donald_Trump_Speaking_in_Fountain_Hills.jpg,Conservapedia,http://www.conservapedia.com/Donald_Trump,6e3e59c8c8e8968e,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,619_donald_trump.jpg,https://i.kinja-img.com/gawker-media/image/upload/s--vKG5AEP8--/c_scale,The Slot - Jezebel,http://theslot.jezebel.com/meet-the-convicted-cocaine-trafficker-donald-trump-call-1787180877,850d0c1424646063,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,631_donald_trump.jpg,https://m.hrc.onl/secretary/05-feed/04-sept/48-trump-accusations/trump-accusations-feed-cover-700x467.jpg,Hillary for America,https://www.hillaryclinton.com/feed/9-times-donald-trump-accused-hillary-clinton-of-doing-all-the-terrible-things-hes-done/,568a0f879bd9ae9d,999,,999,999,Unknown / unreliable,,,campaign page for HC,,,
donald_trump,637_donald_trump.jpg,http://16411-presscdn-0-65.pagely.netdna-cdn.com/wp-content/uploads/2016/09/trump.jpg,Literary Hub,http://lithub.com/22-famous-writers-on-donald-trump/,8c0f4b2969696dcc,999,,999,999,Unknown / unreliable,,,literary magazine,,,
donald_trump,642_donald_trump.jpg,https://i0.wp.com/fusion.net/wp-content/uploads/2016/05/160523-trump-social-card-6.1.png?resize\u003d670%2C335\u0026quality\u003d80\u0026strip\u003dall,Fusion,http://fusion.net/story/305204/donald-trump-best-worst-quotes/,035151412131032a,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,645_donald_trump.jpg,https://static.independent.co.uk/s3fs-public/styles/article_small/public/indy100/Z1r35m__Zg/10993-1dfrorp.jpg,indy100,https://www.indy100.com/article/presenting-donald-trumps-best-worst-tweets--Z1r35m__Zg,534d2e4e8c3ccece,999,,999,999,Unknown / unreliable,,,from The Independent Newspaper,,,
donald_trump,657_donald_trump.jpg,http://cdnph.upi.com/svc/sv/upi/7181473363120/2016/1/4f9ec6f569e1654dd56601bdb887ad2d/Donald-Trump-proposes-20-billion-school-voucher-education-plan.jpg,UPI.com,http://www.upi.com/Top_News/US/2016/09/08/Donald-Trump-proposes-20-billion-school-voucher-education-plan/7181473363120/,4f4bcbcdd88c8c14,999,,999,999,Unknown / unreliable,,,United Press International,,,
donald_trump,685_donald_trump.jpg,http://ksassets.timeincuk.net/wp/uploads/sites/46/2016/05/donald-trump.jpg,Marie Claire,http://www.marieclaire.co.uk/entertainment/people/donald-trump-quotes-57213,5d4d4d490d1d4c26,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,711_donald_trump.jpg,http://media.npr.org/assets/img/2016/10/02/ap_9506070417_sq-af56d84c51185fddcb1051d17fcbbeee8e31febe-s300-c85.jpg,NPR,http://www.npr.org/2016/10/03/496373010/donald-trump-those-taxes-and-the-new-york-times,14a2e3a4ac9c94a8,0,www.npr.org,-0.6103,-2,Unknown / unreliable,,,,,,
